1032088,GAS Oxford,"GAS Petrol Station, Convenience Store, Phone cards, Unleaded 91, Unleaded 95, Diesel, LPG Bottle, BP Fuel Club, Trailer, Workshop",http://www.gasolinealley.co.nz/,"2 Main Street, Oxford",03 312 4019,,NZ,172.198016,-43.297033,number,1,2006-09-01T12:51:30Z,2015-06-08T05:19:21Z,zenbu_out010,https://www.facebook.com/gasolinealleyservices,GasStation ConvenienceStore AutoRepair
1032102,BP Connect Silverdale,"Service station, ATM, Wifi, Trailer Hire, Toilet, Road User Charges, Swappa Bottle LPG, AA Smartfuel, BP Autogas (LPG), Wild Bean Cafe, Autogas, BP Ultimate Diesel, Ultimate 98, Unleaded 91",http://www.bp.co.nz,"3 Hibiscus Coast Highway, Silverdale, Auckland",09 426 2530,24 hours,NZ,174.680418,-36.616604,manual,1,2006-09-01T12:51:31Z,2014-11-21T04:22:20Z,zenbu_out010,https://www.facebook.com/bp,GasStation AutomatedTeller
1032116,BP 2go Fairlie,"Service station, Toilet, Road User Charges, Trailer Hire, AA Smartfuel, Unleaded 95, Unleaded 91, Diesel",http://www.bp.co.nz,"5 Mount Cook Road, Fairlie",03 685 8106,,NZ,170.827752,-44.096978,number,1,2006-09-01T12:51:31Z,2014-11-21T01:50:52Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032123,BP Connect Dannevirke,"Service station, ATM, Wifi, Toilet, Road User Charges, Swappa Bottle LPG, AA Smartfuel, Wild Bean Cafe, BP Ultimate Diesel, Ultimate 98, Unleaded 91",http://www.bp.co.nz,"5 High Street, Dannevirke",06 374 5770,Mon-Sun 5am-11pm,NZ,176.094934,-40.209929,Address,1,2006-09-01T12:51:31Z,2014-11-21T02:23:06Z,zenbu_out010,https://www.facebook.com/bp,GasStation AutomatedTeller
1032130,BP 2go Moturoa,"Service station, Trailer Hire, Toilet, Workshop, AA Smartfuel, Unleaded 91, Unleaded 95, Diesel",http://www.bp.co.nz,"7 Breakwater Road, Moturoa, New Plymouth",06 751 0047,,NZ,174.044353,-39.063165,number,1,2006-09-01T12:51:32Z,2014-11-21T02:03:26Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032144,BP 2go Target Road,"Service station, Trailer Hire, Toilet, Workshop, AA Smartfuel, BP Ultimate Diesel, Unleaded 91, Unleaded 95",http://www.bp.co.nz,"8b Target Road, Glenfield, Auckland",09 444 8856,,NZ,174.724723,-36.761462,manual,1,2006-09-01T12:51:32Z,2014-11-21T04:46:18Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032151,BP 2go Whitford,"Service station, Wifi, Road User Charges, Workshop, Toilet, Swappa Bottle LPG, AA Smartfuel, Autogas, BP Ultimate Diesel, Unleaded 91, Ultimate 98",http://www.bp.co.nz,"8 Whitford-Maraetai Rd, Whitford , Auckland",09 530 8469,,NZ,174.964823,-36.945605,manual,1,2006-09-01T12:51:32Z,2014-11-24T01:38:45Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032158,BP 2go Gore,"Service station, Carwash, Toilet, AA Smartfuel, Autogas, Diesel, Unleaded 95, Unleaded 91",http://www.bp.co.nz,"8 Railway Esplanade, Gore",03 208 5658,,NZ,168.954323,-46.097232,number,1,2006-09-01T12:51:32Z,2014-11-25T00:20:57Z,zenbu_out010,https://www.facebook.com/bp,GasStation
1032179,GAS Waikari,"GAS Petrol Station, Convenience Store, Phone cards, Unleaded 91, Unleaded 95, Diesel, LPG Bottle, BP Fuel Club, Workshop",http://www.gasolinealley.co.nz/,"10 Weka Pass Road, Waikari, North Canterbury",03 314 4253,,NZ,172.705495,-42.970371,number,1,2006-09-01T12:51:33Z,2015-06-08T06:00:54Z,zenbu_out010,https://www.facebook.com/gasolinealleyservices,GasStation AutoRepair ConvenienceStore
1032186,BP 2go Flaxmere,"Service station, Trailer Hire, Toilet, AA Smartfuel, BP Autogas (LPG), Autogas, BP Ultimate Diesel, Unleaded 91, Unleaded 95",http://www.bp.co.nz,"10 Swansea Road, Hastings, Flaxmere",06 879 5718,,NZ,176.787312,-39.624871,number,1,2006-09-01T12:51:33Z,2014-11-24T07:38:01Z,zenbu_out010,https://www.facebook.com/bp,GasStation
